season,weather,Day,Month,DayPeriod,temp,humidity,windspeed,casual,registered,rented_bikes_count,Year,Profit
Spring,Clear,Monday,March,morning,10.66,65.0,8.9981,1,27,28,2011,133.12876712328767
Winter,Clear,Tuesday,December,evening,13.12,,15.0013,21,412,433,2012,2132.628767123288
Summer,Clear,Thursday,May,afternoon,27.06,61.0,,63,220,283,2012,2029.428767123288
Summer,Clear,Thursday,June,afternoon,29.52,,,117,750,867,2012,5237.228767123287
Spring,Rainy,Sunday,January,afternoon,14.76,76.0,,4,55,59,2011,305.1287671232877
Winter,Clear,Thursday,November,morning,13.94,76.0,,2,5,7,2011,55.72876712328767
Spring,Clear,Friday,March,afternoon,13.94,49.0,19.9995,18,95,113,2011,717.9287671232877
Fall,Rainy,Tuesday,July,evening,29.52,79.0,11.0014,19,73,92,2011,640.5287671232877
Spring,Clear,Tuesday,January,afternoon,11.48,52.0,16.9979,17,48,65,2011,498.6287671232877
Winter,Clear,Sunday,October,morning,18.04,77.0,12.998,28,104,132,2012,928.6287671232876
Fall,Clear,Thursday,August,morning,28.7,84.0,,2,12,14,2012,85.82876712328768
Summer,Rainy,Saturday,May,evening,22.14,,8.9981,69,179,248,2011,1956.328767123288
Summer,Clear,Thursday,May,afternoon,22.96,,,64,456,520,2011,3061.428767123288
Summer,Clear,Tuesday,May,morning,19.68,,0.0,6,12,18,2011,154.62876712328767
Fall,Clear,Sunday,September,afternoon,27.06,39.0,8.9981,225,410,635,2012,5632.828767123287
Fall,Clear,Friday,August,evening,30.34,55.0,,90,282,372,2011,2760.428767123288
Summer,Mist,Monday,April,evening,18.86,41.0,32.9975,6,102,108,2012,541.6287671232876
Summer,Clear,Tuesday,April,morning,22.14,,19.0012,75,184,259,2012,2081.028767123288
Winter,Clear,Thursday,December,evening,10.66,70.0,,3,70,73,2011,352.4287671232877
Summer,Mist,Thursday,April,morning,,66.0,8.9981,15,155,170,2011,924.3287671232875
Winter,Clear,Friday,October,morning,21.32,83.0,7.0015,11,417,428,2012,1982.128767123288
Summer,Clear,Sunday,June,morning,22.96,56.0,6.0032,19,55,74,2012,563.1287671232876
Fall,Clear,Monday,September,evening,29.52,,7.0015,42,142,184,2012,1332.8287671232877
Winter,Clear,Wednesday,November,evening,16.4,87.0,,9,105,114,2011,606.1287671232876
Summer,Clear,Saturday,April,morning,12.3,70.0,7.0015,10,45,55,2011,365.32876712328766
Summer,Clear,Saturday,April,morning,13.94,,,2,19,21,2012,115.92876712328768
Winter,Clear,Saturday,December,afternoon,17.22,82.0,11.0014,139,368,507,2012,3973.028767123288
Summer,Clear,Saturday,April,morning,,,,251,244,495,2012,5366.228767123287
Summer,Mist,Tuesday,June,afternoon,,43.0,,34,112,146,2011,1066.2287671232878
Winter,Mist,Tuesday,December,morning,18.86,,19.9995,2,14,16,2011,94.42876712328768
Spring,Clear,Sunday,March,morning,12.3,,,31,161,192,2012,1225.3287671232877
Fall,Rainy,Sunday,September,evening,,,6.0032,53,70,123,2012,1212.4287671232876
Spring,Clear,Thursday,January,afternoon,,51.0,11.0014,9,163,172,2011,855.5287671232877
Spring,Clear,Tuesday,January,evening,9.02,64.0,0.0,0,48,48,2011,206.22876712328767
Spring,Mist,Friday,March,evening,,94.0,0.0,22,104,126,2012,825.4287671232877
Spring,Clear,Friday,February,afternoon,,36.0,,68,164,232,2011,1874.628767123288
Spring,Clear,Saturday,March,morning,,,27.9993,47,176,223,2012,1565.0287671232877
Summer,Clear,Wednesday,April,morning,18.86,,,0,11,11,2012,47.12876712328767
Spring,Clear,Tuesday,February,morning,16.4,40.0,22.0028,9,163,172,2012,855.5287671232877
Spring,Mist,Tuesday,January,morning,9.02,,,0,14,14,2012,60.02876712328767
Winter,Clear,Wednesday,October,morning,,63.0,0.0,26,441,467,2011,2343.328767123288
Summer,Clear,Tuesday,April,afternoon,27.88,22.0,23.9994,50,320,370,2012,2235.828767123288
Spring,Clear,Wednesday,March,morning,20.5,,12.998,0,2,2,2012,8.42876712328767
Fall,Clear,Wednesday,September,morning,22.14,64.0,22.0028,0,3,3,2012,12.728767123287671
Summer,Rainy,Friday,June,afternoon,,88.0,,10,100,110,2012,601.8287671232877
Fall,Rainy,Tuesday,September,morning,27.88,,,7,165,172,2012,829.7287671232876
Summer,Rainy,Thursday,May,afternoon,23.78,64.0,16.9979,44,139,183,2011,1354.3287671232877
Spring,Mist,Saturday,March,morning,,93.0,11.0014,1,20,21,2012,103.02876712328768
Summer,Mist,Tuesday,June,afternoon,,43.0,12.998,111,679,790,2012,4828.728767123287
Fall,Clear,Thursday,August,evening,,50.0,11.0014,22,105,127,2011,829.7287671232876
Spring,Clear,Tuesday,March,evening,12.3,49.0,,7,68,75,2011,412.6287671232877
Winter,Clear,Tuesday,November,afternoon,,,,31,240,271,2011,1565.0287671232877
Winter,Mist,Saturday,December,evening,,94.0,,23,137,160,2012,984.5287671232876
Spring,Clear,Tuesday,February,evening,9.84,,0.0,0,41,41,2011,176.12876712328767
Summer,Clear,Thursday,June,morning,21.32,77.0,0.0,20,661,681,2012,3186.128767123288
Summer,Clear,Saturday,May,morning,27.06,36.0,0.0,276,366,642,2012,6320.828767123287
Summer,Clear,Friday,May,morning,18.86,,,5,8,13,2012,120.22876712328768
Summer,Clear,Thursday,June,morning,31.16,25.0,,39,193,232,2011,1500.5287671232877
Winter,Clear,Wednesday,November,afternoon,,51.0,,26,161,187,2011,1139.3287671232877
Fall,Clear,Sunday,August,morning,29.52,79.0,16.9979,7,12,19,2012,171.82876712328766
Summer,Clear,Friday,June,morning,29.52,66.0,7.0015,25,242,267,2011,1470.4287671232876
Summer,Clear,Tuesday,April,afternoon,,46.0,31.0009,6,62,68,2011,369.6287671232877
Winter,Clear,Tuesday,December,morning,,77.0,19.9995,3,25,28,2011,158.92876712328766
Spring,Clear,Friday,February,morning,12.3,56.0,22.0028,3,19,22,2012,133.12876712328767
Spring,Clear,Tuesday,February,morning,,70.0,12.998,1,22,23,2012,111.62876712328767
Winter,Clear,Sunday,October,morning,18.86,,,46,83,129,2011,1147.9287671232876
Winter,Mist,Wednesday,December,morning,,61.0,,9,230,239,2011,1143.6287671232876
Fall,Mist,Tuesday,September,morning,27.88,,7.0015,13,480,493,2012,2287.428767123288
Winter,Mist,Sunday,October,morning,17.22,67.0,12.998,41,144,185,2012,1324.2287671232878
Summer,Clear,Wednesday,June,morning,22.14,68.0,0.0,31,637,668,2012,3272.128767123288
Summer,Rainy,Wednesday,April,morning,19.68,,,20,245,265,2012,1397.3287671232877
Winter,Mist,Monday,December,morning,14.76,93.0,,1,107,108,2012,477.1287671232877
Winter,Clear,Friday,November,morning,13.12,66.0,11.0014,5,19,24,2012,167.52876712328765
Spring,Mist,Thursday,February,morning,4.92,,,0,26,26,2011,111.62876712328767
Spring,Clear,Monday,January,morning,,34.0,30.0026,1,6,7,2012,42.82876712328767
Winter,Clear,Wednesday,November,morning,,87.0,,0,2,2,2011,8.42876712328767
Summer,Clear,Monday,April,afternoon,29.52,51.0,,93,290,383,2011,2846.428767123288
Summer,Clear,Thursday,April,evening,18.04,33.0,,26,254,280,2012,1539.2287671232878
Spring,Mist,Monday,January,morning,4.92,50.0,,4,184,188,2011,859.8287671232877
Fall,Mist,Sunday,August,morning,25.42,69.0,6.0032,16,103,119,2012,717.9287671232877
Summer,Mist,Thursday,May,morning,18.86,77.0,12.998,0,2,2,2012,8.42876712328767
Spring,Rainy,Wednesday,February,morning,9.02,,8.9981,4,0,4,2011,68.62876712328767
Winter,Mist,Monday,December,morning,,93.0,8.9981,5,314,319,2012,1436.0287671232877
Summer,Mist,Sunday,May,evening,,50.0,19.0012,67,163,230,2012,1853.128767123288
Winter,Mist,Wednesday,November,afternoon,13.12,53.0,11.0014,24,543,567,2012,2747.528767123288
Winter,Clear,Monday,December,morning,,80.0,0.0,0,21,21,2011,90.12876712328767
Fall,Clear,Monday,August,evening,33.62,,7.0015,64,352,416,2011,2614.228767123288
Winter,Clear,Thursday,October,morning,18.86,,0.0,47,279,326,2012,2007.928767123288
Summer,Mist,Saturday,June,evening,28.7,,,79,206,285,2011,2244.428767123288
Spring,Clear,Monday,January,morning,,,7.0015,2,6,8,2012,60.02876712328767
Fall,Clear,Sunday,September,morning,26.24,83.0,8.9981,1,5,6,2011,38.52876712328767
Fall,Clear,Saturday,July,afternoon,38.54,29.0,6.0032,83,194,277,2012,2261.628767123288
Summer,Clear,Sunday,June,afternoon,33.62,,15.0013,164,326,490,2012,4222.428767123288
Fall,Clear,Wednesday,August,afternoon,32.8,52.0,11.0014,59,221,280,2012,1964.928767123288
Fall,Clear,Monday,September,afternoon,29.52,,,60,238,298,2011,2055.228767123288
Summer,Clear,Wednesday,May,morning,,94.0,,5,14,19,2012,146.02876712328765
Fall,Clear,Tuesday,August,evening,31.98,,16.9979,46,184,230,2011,1582.2287671232878
Fall,Clear,Monday,August,morning,31.16,66.0,8.9981,108,152,260,2012,2511.028767123288
Spring,Clear,Tuesday,January,evening,4.1,,,0,18,18,2012,77.22876712328768
Spring,Clear,Thursday,February,afternoon,13.12,36.0,19.9995,14,120,134,2012,756.6287671232876
Winter,Clear,Monday,November,morning,,56.0,,36,166,202,2011,1332.8287671232877
Fall,Clear,Sunday,August,morning,30.34,70.0,,5,68,73,2012,378.2287671232877
Summer,Clear,Saturday,May,morning,,88.0,0.0,24,51,75,2012,631.9287671232877
Spring,Clear,Monday,February,evening,13.94,,11.0014,7,194,201,2012,954.4287671232876
Summer,Clear,Monday,May,morning,18.04,88.0,7.0015,3,59,62,2011,305.1287671232877
Fall,Mist,Tuesday,September,morning,,94.0,19.9995,1,3,4,2011,29.928767123287678
Summer,Mist,Tuesday,April,evening,13.12,49.0,19.9995,3,43,46,2011,236.3287671232877
Summer,Clear,Wednesday,June,afternoon,37.72,40.0,,44,111,155,2011,1233.9287671232876
Spring,Clear,Wednesday,January,afternoon,,,12.998,4,186,190,2011,868.4287671232877
Fall,Clear,Tuesday,September,evening,30.34,,16.9979,47,338,385,2012,2261.628767123288
Fall,Clear,Sunday,July,morning,,45.0,,85,234,319,2012,2468.028767123288
Spring,Clear,Monday,February,morning,15.58,40.0,31.0009,7,249,256,2011,1190.9287671232876
Fall,Clear,Monday,September,morning,22.96,,19.0012,33,697,730,2012,3564.528767123288
Winter,Clear,Monday,October,morning,,45.0,,43,92,135,2011,1135.0287671232877
Spring,Rainy,Monday,January,evening,,59.0,,2,58,60,2011,283.6287671232877
Fall,Rainy,Sunday,August,evening,24.6,,,14,25,39,2011,348.1287671232877
Fall,Clear,Thursday,July,afternoon,30.34,35.0,19.0012,49,129,178,2011,1397.3287671232877
Winter,Clear,Tuesday,October,evening,22.14,,,28,178,206,2011,1246.8287671232877
Fall,Mist,Monday,August,morning,24.6,83.0,0.0,0,3,3,2011,12.728767123287671
Summer,Clear,Sunday,June,morning,26.24,73.0,,6,23,29,2012,201.92876712328768
Winter,Mist,Thursday,December,morning,18.86,,,17,140,157,2011,894.2287671232876
Spring,Clear,Saturday,January,afternoon,7.38,,,8,68,76,2011,429.82876712328766
Fall,Clear,Saturday,July,morning,24.6,78.0,8.9981,6,20,26,2011,189.02876712328765
Fall,Clear,Wednesday,September,morning,21.32,72.0,,2,19,21,2012,115.92876712328768
Winter,Clear,Wednesday,October,morning,22.96,56.0,26.0027,30,103,133,2011,958.7287671232876
Fall,Rainy,Thursday,September,morning,25.42,94.0,,7,172,179,2011,859.8287671232877
Summer,Clear,Wednesday,May,afternoon,24.6,,8.9981,78,487,565,2011,3435.528767123288
Winter,Clear,Wednesday,November,morning,13.94,87.0,,15,213,228,2011,1173.7287671232878
Fall,Clear,Thursday,August,morning,,57.0,8.9981,2,7,9,2011,64.32876712328768
Spring,Mist,Monday,January,morning,8.2,,,0,21,21,2012,90.12876712328767
Summer,Clear,Friday,May,morning,,,,14,168,182,2012,963.0287671232876
Summer,Mist,Tuesday,May,afternoon,28.7,61.0,,51,205,256,2012,1758.5287671232877
Fall,Clear,Monday,July,afternoon,34.44,,19.0012,45,220,265,2011,1719.8287671232877
Winter,Rainy,Wednesday,October,morning,,94.0,12.998,0,3,3,2011,12.728767123287671
Spring,Mist,Friday,January,afternoon,8.2,37.0,11.0014,9,63,72,2011,425.5287671232877
Winter,Clear,Tuesday,November,evening,16.4,76.0,0.0,16,166,182,2011,988.8287671232875
Spring,Clear,Wednesday,February,morning,13.12,57.0,0.0,0,22,22,2012,94.42876712328768
Spring,Clear,Tuesday,January,afternoon,9.02,,11.0014,1,132,133,2011,584.6287671232876
Fall,Clear,Sunday,July,morning,27.88,65.0,,3,2,5,2011,60.02876712328767
Fall,Clear,Friday,September,morning,17.22,,15.0013,5,43,48,2011,270.72876712328764
Summer,Clear,Saturday,May,morning,25.42,41.0,6.0032,157,365,522,2012,4269.728767123287
Fall,Clear,Sunday,July,afternoon,39.36,,11.0014,77,235,312,2012,2334.728767123288
Fall,Clear,Monday,August,evening,28.7,70.0,15.0013,28,100,128,2012,911.4287671232876
Spring,Mist,Friday,January,morning,15.58,76.0,19.9995,0,12,12,2012,51.42876712328767
Summer,Mist,Monday,April,evening,18.04,,11.0014,6,60,66,2012,361.0287671232877
Spring,Rainy,Wednesday,March,evening,13.12,,11.0014,4,17,21,2011,141.72876712328767
Summer,Clear,Wednesday,June,afternoon,31.16,27.0,8.9981,47,265,312,2011,1947.728767123288
Winter,Clear,Friday,November,evening,14.76,,,14,207,221,2012,1130.7287671232878
Spring,Clear,Wednesday,March,afternoon,22.14,,,27,112,139,2011,945.8287671232875
Winter,Rainy,Wednesday,October,afternoon,22.14,,15.0013,25,76,101,2011,756.6287671232876
Fall,Clear,Wednesday,September,evening,22.96,,6.0032,23,189,212,2012,1208.1287671232876
Fall,Clear,Thursday,September,evening,26.24,65.0,,80,594,674,2012,3930.028767123288
Fall,Clear,Sunday,September,evening,,,,178,150,328,2011,3706.428767123288
Summer,Clear,Saturday,May,evening,22.96,68.0,,62,212,274,2012,1977.828767123288
Winter,Clear,Wednesday,November,morning,12.3,,0.0,11,240,251,2011,1221.0287671232877
Fall,Clear,Friday,September,morning,,71.0,15.0013,6,87,93,2011,477.1287671232877
Summer,Clear,Thursday,April,evening,,47.0,,25,209,234,2012,1328.5287671232877
Spring,Rainy,Thursday,March,afternoon,18.04,0.0,,2,80,82,2011,378.2287671232877
Spring,Clear,Sunday,January,morning,9.02,69.0,,9,6,15,2011,180.42876712328768
Spring,Clear,Thursday,February,morning,9.02,,19.0012,0,4,4,2012,17.028767123287672
Spring,Clear,Monday,March,evening,10.66,53.0,15.0013,6,220,226,2012,1049.0287671232877
Winter,Clear,Friday,November,morning,,42.0,31.0009,41,198,239,2011,1556.4287671232876
Fall,Mist,Sunday,September,morning,27.06,89.0,6.0032,27,72,99,2012,773.8287671232877
Spring,Clear,Wednesday,February,morning,13.12,,23.9994,7,508,515,2012,2304.628767123288
Winter,Rainy,Saturday,October,afternoon,15.58,87.0,15.0013,23,117,140,2011,898.5287671232877
Winter,Clear,Wednesday,December,morning,,87.0,,13,665,678,2012,3082.928767123288
Winter,Clear,Sunday,October,afternoon,,,,16,158,174,2011,954.4287671232876
Spring,Clear,Thursday,January,morning,4.92,,,0,86,86,2012,369.6287671232877
Spring,Clear,Thursday,February,evening,13.12,33.0,,8,287,295,2012,1371.5287671232877
Spring,Clear,Saturday,January,morning,6.56,,8.9981,2,31,33,2011,167.52876712328765
Summer,Clear,Sunday,June,morning,,88.0,7.0015,5,9,14,2011,124.52876712328768
Winter,Clear,Friday,December,evening,,53.0,16.9979,13,252,265,2011,1307.0287671232877
Summer,Mist,Saturday,April,morning,14.76,87.0,,5,19,24,2011,167.52876712328765
Winter,Clear,Saturday,December,afternoon,16.4,,11.0014,92,334,426,2012,3018.428767123288
Fall,Clear,Saturday,July,evening,31.16,,11.0014,128,178,306,2011,2966.828767123288
Summer,Clear,Monday,April,evening,22.96,46.0,,42,244,286,2011,1771.4287671232876
Winter,Clear,Thursday,October,evening,18.86,88.0,,34,161,195,2011,1276.9287671232876
Fall,Clear,Monday,August,evening,26.24,,,11,77,88,2011,520.1287671232876
Fall,Mist,Tuesday,July,morning,30.34,70.0,11.0014,28,287,315,2011,1715.5287671232877
Summer,Clear,Friday,April,morning,12.3,49.0,26.0027,0,80,80,2012,343.82876712328766
Winter,Rainy,Sunday,October,afternoon,,87.0,11.0014,32,135,167,2011,1130.7287671232878
Summer,Clear,Tuesday,June,afternoon,,,15.0013,48,286,334,2012,2055.228767123288
Winter,Clear,Friday,October,morning,,66.0,7.0015,8,60,68,2012,395.4287671232877
Spring,Clear,Wednesday,January,morning,9.02,47.0,,0,3,3,2011,12.728767123287671
Winter,Mist,Monday,December,morning,14.76,,,0,3,3,2012,12.728767123287671
Winter,Mist,Tuesday,October,evening,25.42,,8.9981,20,286,306,2012,1573.6287671232876
Fall,Clear,Friday,August,afternoon,,42.0,16.9979,112,268,380,2012,3078.628767123288
Fall,Clear,Saturday,July,morning,,74.0,,2,12,14,2012,85.82876712328768
Fall,Clear,Thursday,August,afternoon,35.26,36.0,16.9979,111,699,810,2012,4914.728767123287
Fall,Clear,Tuesday,August,evening,32.8,49.0,,69,302,371,2011,2485.228767123288
Summer,Mist,Friday,June,morning,25.42,73.0,,0,4,4,2012,17.028767123287672
Fall,Mist,Tuesday,July,morning,,79.0,6.0032,6,8,14,2011,137.42876712328766
Spring,Clear,Sunday,January,evening,18.04,51.0,19.9995,4,25,29,2012,176.12876712328767
Spring,Mist,Tuesday,January,evening,9.02,93.0,0.0,1,19,20,2011,98.72876712328768
Spring,Clear,Monday,March,evening,11.48,,15.0013,1,53,54,2011,244.92876712328768
Spring,Clear,Monday,March,morning,,94.0,0.0,0,3,3,2012,12.728767123287671
Summer,Clear,Saturday,June,morning,30.34,62.0,8.9981,59,171,230,2011,1749.9287671232876
Spring,Clear,Tuesday,January,afternoon,10.66,52.0,15.0013,9,54,63,2011,386.82876712328766
Winter,Clear,Sunday,November,morning,18.86,,8.9981,180,324,504,2012,4489.028767123287
Summer,Mist,Monday,June,morning,21.32,83.0,15.0013,1,3,4,2012,29.928767123287678
Fall,Clear,Saturday,July,morning,38.54,38.0,12.998,122,245,367,2012,3151.728767123288
Fall,Clear,Wednesday,July,evening,30.34,62.0,6.0032,56,310,366,2012,2296.028767123288
Fall,Rainy,Thursday,August,morning,,,6.0032,0,3,3,2011,12.728767123287671
Spring,Rainy,Wednesday,January,morning,9.84,48.0,15.0013,0,2,2,2011,8.42876712328767
Fall,Rainy,Sunday,September,evening,24.6,53.0,7.0015,57,267,324,2012,2128.328767123288
Winter,Clear,Monday,October,morning,14.76,76.0,7.0015,0,4,4,2011,17.028767123287672
Winter,Rainy,Wednesday,November,morning,18.86,,,7,53,60,2011,348.1287671232877
Winter,Clear,Friday,October,afternoon,22.96,37.0,26.0027,81,300,381,2012,2683.028767123288
Spring,Clear,Thursday,January,evening,8.2,51.0,11.0014,3,66,69,2011,335.22876712328764
Spring,Clear,Sunday,February,afternoon,12.3,61.0,,40,203,243,2012,1560.7287671232878
Spring,Clear,Thursday,January,morning,5.74,,11.0014,0,5,5,2012,21.328767123287676
Fall,Clear,Friday,August,afternoon,32.8,,0.0,66,261,327,2011,2257.328767123288
Summer,Clear,Tuesday,April,evening,22.96,26.0,,98,460,558,2012,3663.428767123288
Fall,Clear,Wednesday,August,afternoon,,,15.0013,46,506,552,2011,2966.828767123288
Spring,Clear,Monday,February,afternoon,13.94,,7.0015,10,125,135,2012,709.3287671232877
Summer,Clear,Wednesday,May,afternoon,18.86,59.0,30.0026,15,128,143,2011,808.2287671232876
Winter,Clear,Sunday,December,afternoon,12.3,26.0,0.0,47,219,266,2011,1749.9287671232876
Spring,Mist,Monday,February,morning,13.12,,0.0,7,59,66,2011,373.9287671232877
Winter,Mist,Wednesday,December,afternoon,14.76,57.0,,19,377,396,2011,1947.728767123288
Winter,Mist,Monday,October,morning,25.42,69.0,6.0032,139,183,322,2011,3177.528767123288
Winter,Clear,Friday,November,morning,15.58,46.0,19.9995,21,183,204,2012,1147.9287671232876
Spring,Clear,Friday,February,evening,7.38,69.0,0.0,5,48,53,2011,292.22876712328764
Fall,Clear,Monday,August,afternoon,32.8,49.0,,85,204,289,2012,2339.028767123288
Summer,Mist,Tuesday,May,morning,,58.0,,41,228,269,2012,1685.4287671232876
Spring,Mist,Tuesday,February,morning,11.48,87.0,0.0,4,6,10,2011,94.42876712328768
Fall,Mist,Wednesday,September,evening,22.96,,7.0015,16,111,127,2012,752.3287671232877
Spring,Clear,Wednesday,January,afternoon,9.84,32.0,,8,347,355,2012,1629.5287671232877
Spring,Clear,Friday,March,evening,13.94,,32.9975,7,100,107,2012,550.2287671232876
Winter,Rainy,Friday,October,morning,,,11.0014,13,62,75,2011,490.0287671232877
Summer,Clear,Friday,April,morning,,62.0,0.0,6,9,15,2011,141.72876712328767
Summer,Mist,Tuesday,May,morning,,,6.0032,27,100,127,2011,894.2287671232876
Summer,Clear,Wednesday,April,morning,11.48,56.0,12.998,1,26,27,2012,128.82876712328766
Fall,Mist,Friday,August,evening,,55.0,26.0027,88,403,491,2012,3246.328767123288
Winter,Mist,Wednesday,November,morning,18.86,,7.0015,0,13,13,2011,55.72876712328767
Spring,Mist,Friday,January,morning,14.76,,16.9979,23,168,191,2012,1117.8287671232877
